# ID X Y Z T U V W
2.511000000000000000e+03 3.256599282123210592e+00 1.970725223646897784e-01 3.655276505817811050e-01 1.450000021606683731e+01 1.055968302411934401e+00 2.285099270419252981e-01 -1.171268970162039486e-01
2.995000000000000000e+03 -1.163108002454030787e-01 -1.351145994341248713e+00 1.005333937117215554e-01 1.450000021606683731e+01 1.023404410817555510e+00 -1.526765964495808287e-02 -6.519076908685102374e-03
2.969000000000000000e+03 1.595494159257480615e-01 -6.778296630945228607e-01 -6.117183771241901935e-02 1.450000021606683731e+01 1.072658897075973616e+00 -3.872276439636446188e-02 8.809602520695358069e-03
2.275000000000000000e+03 5.234831318724665117e+00 -6.249127367434413882e-01 3.528998764464850169e-01 1.450000021606683731e+01 1.034042812681118306e+00 3.822953693251979895e-02 -8.015377976968246498e-03
2.320000000000000000e+03 5.172440870823214354e+00 -9.556040610353206954e-01 -4.237526610179213199e-02 1.450000021606683731e+01 1.054452262274097940e+00 2.383694483280999424e-03 2.755814269032033290e-03
1.994000000000000000e+03 7.015706596468319844e+00 -7.201049812477523515e-01 -2.123211949678403473e-02 1.450000021606683731e+01 1.015104736794721907e+00 4.596486839874145552e-02 6.695372017491016403e-02
1.883000000000000000e+03 7.345688040599898549e+00 -4.190839980978246573e-04 -4.193081521888077923e-01 1.450000021606683731e+01 7.580009898671303814e-01 7.445480912824878339e-02 -3.706548066649404533e-02
2.699000000000000000e+03 2.036411259479527391e+00 1.375954329705490586e+00 2.172059039148695470e-01 1.450000021606683731e+01 1.070756229112246327e+00 -4.051301823937496563e-03 1.285076176347716564e-02
2.620000000000000000e+03 2.611111051097455338e+00 9.554686729610523122e-01 4.456550485660865646e-01 1.450000021606683731e+01 1.074124969053098289e+00 -4.727685265067695097e-02 2.008768756744816735e-03
2.081000000000000000e+03 5.485153568148741776e+00 3.112255924137578567e-01 -8.743190585980056828e-02 1.450000021606683731e+01 1.021008113195238209e+00 -1.327405324119348973e-01 -2.288170500435961763e-01
3.008000000000000000e+03 -7.886352667000022520e-02 1.172480389499364728e+00 2.923845897750564360e-01 1.450000021606683731e+01 1.025921404395531811e+00 2.327184739740986285e-03 2.095860116924713745e-02
2.261000000000000000e+03 5.456590215195055826e+00 -1.160803163139011884e+00 4.836808654083508269e-02 1.450000021606683731e+01 1.060171435323229439e+00 -1.563654048459819966e-03 -8.527204305129390538e-03
2.666000000000000000e+03 2.510826339723573053e+00 2.126020995475287889e-01 -2.510313768026958825e-01 1.450000021606683731e+01 9.444516001384661852e-01 -3.247871839188783416e-01 2.145027573812403054e-01
2.561000000000000000e+03 2.539978716928636082e+00 -4.035169743759582650e-02 4.154359499664469491e-01 1.450000021606683731e+01 7.067593220081009875e-01 -2.305214366020242323e-01 1.036602797200838061e-01
2.817000000000000000e+03 1.329836365310960389e+00 1.112925676137524134e+00 -3.666088586234556718e-02 1.450000021606683731e+01 1.062237462200757987e+00 1.700652667910209151e-02 1.051719009278554752e-02
2.835000000000000000e+03 1.318427643791544090e+00 -6.449234183526827424e-01 4.508938707373434940e-01 1.450000021606683731e+01 1.049858356368939871e+00 3.327239440523813239e-03 -5.439946500754663621e-03
2.562000000000000000e+03 3.056217017612345987e+00 -1.353060119919392124e+00 4.855824022521212369e-01 1.450000021606683731e+01 1.062755417921886769e+00 1.553584287729055640e-03 -3.476896664534832046e-04
3.026000000000000000e+03 -1.847923895572828323e-01 -1.268606416960130323e+00 2.059177852711400469e-01 1.450000021606683731e+01 1.020735458165058285e+00 -1.654826056273498922e-02 7.348337791589326347e-04
2.512000000000000000e+03 3.507572850742322057e+00 -1.339019032174867618e+00 -1.650495406479347560e-01 1.450000021606683731e+01 1.055601518436451114e+00 2.899491013897520422e-03 -7.272047826173076365e-03
2.129000000000000000e+03 6.605743583792995643e+00 1.250855897509462356e+00 3.279981456400172246e-01 1.450000021606683731e+01 1.072925274860669909e+00 -4.315613910028535428e-03 1.149716767677149126e-03
2.047000000000000000e+03 6.879948490168656505e+00 1.001297706393491138e+00 -2.521338428328981918e-01 1.450000021606683731e+01 1.067783624882002069e+00 -8.504715138185320322e-03 -2.392136010874595497e-03
2.621000000000000000e+03 2.511155015846115557e+00 -6.886656896194367494e-01 2.347808507241052056e-01 1.450000021606683731e+01 1.068557475612555541e+00 -5.604333053530781428e-02 -5.244179779794159654e-03
2.908000000000000000e+03 7.492395396099845728e-01 1.067683396966082610e+00 -3.278022144944970906e-01 1.450000021606683731e+01 1.054986456160428743e+00 2.300321244912480190e-02 4.115695931375903428e-03
2.458000000000000000e+03 3.966078200004855336e+00 1.071039502929048259e+00 1.421549097087123625e-01 1.450000021606683731e+01 1.079236230159066334e+00 -6.409945509828910218e-03 1.224194594212365053e-02
2.130000000000000000e+03 6.510534139373794993e+00 9.377669673923019200e-01 -2.738442927973386842e-01 1.450000021606683731e+01 1.090376188238765698e+00 -2.084962597279727946e-03 1.876350191327487080e-02
3.046000000000000000e+03 -3.030411725945961754e-01 1.472813432478541351e+00 1.908665595080406563e-01 1.450000021606683731e+01 1.011749471040515935e+00 6.640671544383415200e-04 1.601822504032354363e-02
2.763000000000000000e+03 1.658917632281126320e+00 -4.445402928205599014e-01 9.522781816237742281e-02 1.450000021606683731e+01 1.063487349693084116e+00 3.314114898092252598e-02 9.027592531663434713e-03
2.248000000000000000e+03 5.581587083995703580e+00 7.877921858903785823e-01 -1.019867629761556371e-01 1.450000021606683731e+01 1.064533397498612644e+00 -3.360590738387344428e-02 1.715293654501303311e-03
3.027000000000000000e+03 -3.194917185423037931e-01 -1.139883086346363816e+00 -1.970679946628743906e-01 1.450000021606683731e+01 1.012867217910049966e+00 -1.916784259144551847e-02 1.693485839468674911e-02
2.836000000000000000e+03 1.154426173995472427e+00 -7.063977299561817469e-02 2.512972254343344702e-01 1.450000021606683731e+01 9.407802846495280091e-01 1.195970208842884602e-01 -2.128223815706341560e-01
2.787000000000000000e+03 1.627665888423151186e+00 1.240980012732838977e+00 -2.885837069982091774e-01 1.450000021606683731e+01 1.068639157557426556e+00 1.067929246053628961e-02 2.803346987071438437e-03
2.818000000000000000e+03 1.324898753040912203e+00 2.274604790369356977e-01 3.156342280008290202e-01 1.450000021606683731e+01 8.832867406869147064e-01 4.601260128226222212e-01 -8.428738806086724655e-02
2.131000000000000000e+03 6.506753975391477596e+00 4.582238370283872042e-01 -3.033482095659522943e-03 1.450000021606683731e+01 1.042603673380896101e+00 -9.748431793369664866e-02 -4.081679889358072466e-02
2.664000000000000000e+03 2.544210477589788688e+00 1.250870519618694443e+00 1.714612911512295931e-02 1.450000021606683731e+01 1.072400761234598265e+00 5.915999623335338985e-03 1.262070503903673507e-02
3.047000000000000000e+03 -4.924307182195440391e-01 -2.204570667262397698e-01 2.846052702425848624e-01 1.450000021606683731e+01 9.984501926231871272e-01 -6.054541528861613620e-02 -5.613284482414188526e-04
2.167000000000000000e+03 6.400306775869308851e+00 -4.726039600422846654e-01 1.975798799114157900e-01 1.450000021606683731e+01 9.397069539525551018e-01 8.369877907242107007e-02 1.584242394781024688e-01
2.524000000000000000e+03 3.383488068321887088e+00 4.115965156850808770e-01 1.597596889776594919e-01 1.450000021606683731e+01 1.113815119310384238e+00 -2.428111338972185895e-02 -2.027933548448868639e-01
2.587000000000000000e+03 2.929694651567352537e+00 -2.193420562480828395e-01 1.279949900475304547e-01 1.450000021606683731e+01 8.265798380518111221e-01 1.892383576852931515e-01 7.000609053430444095e-02
2.276000000000000000e+03 5.243220553287950558e+00 -1.074955116242034325e+00 -6.589791469733789764e-02 1.450000021606683731e+01 1.058119435063274105e+00 2.053170670269848733e-03 -2.199198856138658096e-03
2.105000000000000000e+03 6.610536814430758135e+00 -1.418333236466057024e+00 -2.975505695614761859e-01 1.450000021606683731e+01 1.050565454722536707e+00 7.127333557442909126e-03 5.809508740337013168e-04
2.371000000000000000e+03 4.536413303545682396e+00 -1.290559512768143513e+00 3.925890404506659492e-01 1.450000021606683731e+01 1.063288329326678827e+00 -1.706803081241569471e-03 -2.570216612743083870e-04
2.934000000000000000e+03 6.094098705558959050e-01 -1.035632072311504670e+00 4.669055768619657654e-01 1.450000021606683731e+01 1.041576608485674793e+00 1.475939862792181347e-03 -1.300712343405944181e-03
2.048000000000000000e+03 6.933664865532280785e+00 3.419987595632210109e-01 -9.679763607007363380e-02 1.450000021606683731e+01 9.600634383471804423e-01 -4.045182431465341177e-02 -4.274801997178150764e-02
2.168000000000000000e+03 5.861495014287683603e+00 -2.262869591323828644e-01 -1.182888431327807355e-01 1.450000021606683731e+01 1.048443087681931951e+00 4.761343926410064459e-02 -1.006425393533805501e-01
2.681000000000000000e+03 1.455892128266706331e+00 9.359121694547931081e-02 1.102587640247047057e-01 1.450000021606683731e+01 6.164162221452987866e-01 1.487380657845911898e-02 -7.084585101378568228e-02
2.944000000000000000e+03 5.745773528189551671e-01 -4.000656280801227482e-01 7.738667409464639046e-02 1.450000021606683731e+01 9.886860026373419652e-01 1.113773797113661035e-01 -7.791185655841558096e-03
2.788000000000000000e+03 1.609809317094180958e+00 8.411635225091796952e-01 4.596889414070516877e-01 1.450000021606683731e+01 1.069545717855771239e+00 -4.173994871283903674e-02 -4.143796167975557013e-03
2.552000000000000000e+03 3.276840929062782237e+00 -4.276496157125389552e-01 -4.873601389566375452e-01 1.450000021606683731e+01 1.014650993889337327e+00 7.451698480031482275e-02 -2.623753739931042155e-03
2.996000000000000000e+03 -1.575806748772970445e-02 -9.306507576838153328e-01 -2.845366708662382949e-01 1.450000021606683731e+01 1.038162560098236487e+00 -3.281636075867486180e-02 4.537240553691700672e-03
2.481000000000000000e+03 3.578882143282993589e+00 -7.333726199820138625e-01 -2.558600445528588785e-01 1.450000021606683731e+01 1.043401525719091172e+00 2.865215339167394640e-02 2.343773488633030255e-02
2.009000000000000000e+03 7.235463742444730784e+00 -8.344355494724021716e-01 1.831786641134132421e-02 1.450000021606683731e+01 1.055309272061029313e+00 5.465357584863955037e-02 7.559932349811701591e-02
3.009000000000000000e+03 -1.520413760103379308e-01 1.360540330730559688e+00 3.798676425929798928e-01 1.450000021606683731e+01 1.020633508073973461e+00 -4.083334872097343221e-03 1.054713665052513065e-02
2.633000000000000000e+03 2.664286208990425564e+00 5.899314726657021168e-01 2.665162626217139064e-01 1.450000021606683731e+01 1.083142342122613178e+00 -7.697430005775912631e-02 -1.605945575326630376e-02
2.142000000000000000e+03 5.770721215778497282e+00 -1.463817921038811365e-01 2.180418970302844262e-01 1.450000021606683731e+01 8.781585429633591566e-01 -1.796448956708350808e-01 2.193516628561223980e-01
2.634000000000000000e+03 2.050260725820885366e+00 2.031788146802957773e-01 1.734376759264392998e-01 1.450000021606683731e+01 9.455854962965208887e-01 3.014996318070737799e-02 -6.181662086786970066e-03
2.240000000000000000e+03 5.175406990959060316e+00 5.148106037350251851e-01 -3.550986771801944997e-01 1.450000021606683731e+01 9.227334215474610746e-01 -8.048024407145815129e-02 -6.390781574566778422e-02
3.028000000000000000e+03 -1.019756325602444863e-01 -8.789398421403760153e-01 -3.350012173173053109e-01 1.450000021606683731e+01 1.033633158319911427e+00 -4.357290606871384864e-02 7.709822456258751990e-03
2.331000000000000000e+03 4.835216600193558811e+00 1.308929858445521122e-01 -2.422005753873006650e-01 1.450000021606683731e+01 1.078191508074217930e+00 -1.199109406870700750e-01 -1.726007893578041519e-01
2.106000000000000000e+03 6.723296720275374838e+00 -1.150800830504824290e+00 2.377114486845263441e-01 1.450000021606683731e+01 1.088186533390880228e+00 3.891223329585800222e-02 9.317279332890174987e-03
2.970000000000000000e+03 5.830090682484441456e-02 1.374167808687154047e+00 -2.444911744579752189e-01 1.450000021606683731e+01 1.032224552959284170e+00 9.776922115646088582e-03 9.270674443520088293e-03
2.391000000000000000e+03 4.415807256042668882e+00 -1.116917904946557183e+00 1.350891760518450058e-01 1.450000021606683731e+01 1.064844462250901458e+00 -6.214375771491609593e-03 4.946259637975615638e-03
2.049000000000000000e+03 6.594152385511049985e+00 1.453676666131312745e-01 2.822901795721708407e-01 1.450000021606683731e+01 1.040133987223879064e+00 -1.028722708634685484e-01 1.579505837335218599e-01
2.837000000000000000e+03 1.269118349947484514e+00 1.074246074989035460e+00 2.711765652383885117e-01 1.450000021606683731e+01 1.059308711652308332e+00 -5.797873667585362037e-04 1.986909973358188392e-02
2.764000000000000000e+03 1.542112022694822393e+00 -1.028268878310233836e+00 -1.314276060616251024e-03 1.450000021606683731e+01 1.052906625041771571e+00 -2.030026398348604155e-02 3.375326786698541921e-03
2.710000000000000000e+03 2.043969889107704052e+00 -1.400750665911534520e+00 -2.265359321499507139e-01 1.450000021606683731e+01 1.063411933542296461e+00 5.979236512768214143e-04 -8.078399300284113543e-03
2.262000000000000000e+03 5.426833307338299051e+00 1.322426053529292211e+00 2.361995960876753925e-02 1.450000021606683731e+01 1.068930064817132708e+00 -7.688312361641338067e-04 -3.430423470831134433e-04
2.107000000000000000e+03 6.600860578572310899e+00 2.915183123375938434e-01 -8.061955380583653297e-02 1.450000021606683731e+01 1.055926093363975360e+00 -7.635653038956169425e-02 -5.156145818660588798e-02
2.143000000000000000e+03 4.688559148667883036e+00 2.201583867728852950e-01 -4.064797307187182906e-01 1.450000021606683731e+01 7.886932735672768091e-01 2.292389852037063080e-01 -1.484485801943014049e-01
2.579000000000000000e+03 2.890211738585472201e+00 -7.094483453898035030e-01 2.796254713116809176e-01 1.450000021606683731e+01 1.109883542144840307e+00 -5.998055559123996634e-03 1.812062741574940392e-02
2.700000000000000000e+03 2.276705972180188109e+00 -1.262693606972761451e+00 8.507550203476287043e-02 1.450000021606683731e+01 1.066837262250818430e+00 -7.730230445393239912e-03 -3.286553604541059357e-03
2.876000000000000000e+03 7.510000004743809798e-01 2.040092886532603178e-01 1.670999673604394165e-01 1.450000021606683731e+01 1.311771741547489656e+00 -3.119248122830369785e-01 1.853802878792105424e-01
2.154000000000000000e+03 6.454447637751258959e+00 -2.632682525694280407e-01 1.488785292057469567e-01 1.450000021606683731e+01 9.138530654383583141e-01 1.433073171087296260e-01 1.444305562289713851e-01
2.635000000000000000e+03 2.512932722580106137e+00 -1.035178466799724362e+00 4.912547861487757128e-01 1.450000021606683731e+01 1.070529062952654931e+00 4.683826493467889256e-03 -7.146255104346658713e-04
2.971000000000000000e+03 3.033597075185532899e-01 6.153894944820336166e-01 2.692325867817867424e-01 1.450000021606683731e+01 1.043080286811063573e+00 1.354449821295290041e-02 -2.970977601849031716e-02
2.909000000000000000e+03 3.395976794432139512e-01 -3.067919731628564184e-02 1.534261239577187352e-01 1.450000021606683731e+01 5.421990088238582972e-01 -2.663280342570485404e-01 1.126542947776810744e-01
2.765000000000000000e+03 1.323825526373398676e+00 2.530982861479735835e-01 3.704237091945621341e-01 1.450000021606683731e+01 8.695713191225576955e-01 3.792716404152392529e-01 -7.885400641448687964e-02
